time,EUR_USD
2017:10:12 9:30:00,1.18532
2017:10:12 10:00:00,1.18522
2017:10:12 10:30:00,1.18534
2017:10:12 11:00:00,1.18539
2017:10:12 11:30:00,1.1859
2017:10:12 12:00:00,1.18548
2017:10:12 12:30:00,1.18552
2017:10:12 13:00:00,1.18472
2017:10:12 13:30:00,1.18486
2017:10:12 14:00:00,1.18335
2017:10:12 14:30:00,1.1839
2017:10:12 15:00:00,1.18465
2017:10:12 15:30:00,1.18438
2017:10:12 16:00:00,1.184
2017:10:12 16:30:00,1.18358
2017:10:12 17:00:00,1.18354
2017:10:12 17:30:00,1.18382
2017:10:12 18:00:00,1.18468
2017:10:12 18:30:00,1.18424
2017:10:12 19:00:00,1.18358
2017:10:12 19:30:00,1.18338
2017:10:12 20:00:00,1.18354
2017:10:12 20:30:00,1.18303
2017:10:12 21:00:00,1.18282
2017:10:12 21:30:00,1.18304
2017:10:12 22:00:00,1.1832
2017:10:12 22:30:00,1.18341
2017:10:12 23:00:00,1.18351
2017:10:12 23:30:00,1.18344
2017:10:13 0:00:00,1.18306
2017:10:13 0:30:00,1.18372
2017:10:13 1:00:00,1.18444
2017:10:13 1:30:00,1.18397
2017:10:13 2:00:00,1.18439
2017:10:13 2:30:00,1.18497
2017:10:13 3:00:00,1.1849
2017:10:13 3:30:00,1.18498
2017:10:13 4:00:00,1.18485
2017:10:13 4:30:00,1.18469
2017:10:13 5:00:00,1.18462
2017:10:13 5:30:00,1.1849
2017:10:13 6:00:00,1.1847
2017:10:13 6:30:00,1.18456
2017:10:13 7:00:00,1.1838
2017:10:13 7:30:00,1.18242
2017:10:13 8:00:00,1.18289
2017:10:13 8:30:00,1.18273
2017:10:13 9:00:00,1.18308
2017:10:13 9:30:00,1.18289
2017:10:13 10:00:00,1.18297
2017:10:13 10:30:00,1.18328
2017:10:13 11:00:00,1.18264
2017:10:13 11:30:00,1.18174
2017:10:13 12:00:00,1.18066
2017:10:13 12:30:00,1.18102
2017:10:13 13:00:00,1.18572
2017:10:13 13:30:00,1.18734
2017:10:13 14:00:00,1.18663
2017:10:13 14:30:00,1.18462
2017:10:13 15:00:00,1.18358
2017:10:13 15:30:00,1.18409
2017:10:13 16:00:00,1.18364
2017:10:13 16:30:00,1.18464
2017:10:13 17:00:00,1.1827
2017:10:13 17:30:00,1.1823
2017:10:13 18:00:00,1.18246
2017:10:13 18:30:00,1.18204
2017:10:13 19:00:00,1.18182
2017:10:13 19:30:00,1.18176
2017:10:13 20:00:00,1.18189
2017:10:13 20:30:00,1.18238
2017:10:15 21:00:00,1.1814
2017:10:15 21:30:00,1.18148
2017:10:15 22:00:00,1.1812
2017:10:15 22:30:00,1.18118
2017:10:15 23:00:00,1.18068
2017:10:15 23:30:00,1.18072
2017:10:16 0:00:00,1.18147
2017:10:16 0:30:00,1.18146
2017:10:16 1:00:00,1.18128
2017:10:16 1:30:00,1.18089
2017:10:16 2:00:00,1.18034
2017:10:16 2:30:00,1.18031
2017:10:16 3:00:00,1.18072
2017:10:16 3:30:00,1.18033
2017:10:16 4:00:00,1.18061
2017:10:16 4:30:00,1.18078
2017:10:16 5:00:00,1.18086
2017:10:16 5:30:00,1.18053
2017:10:16 6:00:00,1.17964
2017:10:16 6:30:00,1.17912
2017:10:16 7:00:00,1.17842
2017:10:16 7:30:00,1.17944
2017:10:16 8:00:00,1.17927
2017:10:16 8:30:00,1.17881
2017:10:16 9:00:00,1.17894
2017:10:16 9:30:00,1.17887
2017:10:16 10:00:00,1.17898
2017:10:16 10:30:00,1.17994
2017:10:16 11:00:00,1.18018
2017:10:16 11:30:00,1.18128
2017:10:16 12:00:00,1.18056
2017:10:16 12:30:00,1.1805
2017:10:16 13:00:00,1.18066
2017:10:16 13:30:00,1.18019
2017:10:16 14:00:00,1.18028
2017:10:16 14:30:00,1.17991
2017:10:16 15:00:00,1.17964
2017:10:16 15:30:00,1.18151
2017:10:16 16:00:00,1.18094
2017:10:16 16:30:00,1.18104
2017:10:16 17:00:00,1.18104
2017:10:16 17:30:00,1.18044
2017:10:16 18:00:00,1.18057
2017:10:16 18:30:00,1.17981
2017:10:16 19:00:00,1.1792
2017:10:16 19:30:00,1.17916
2017:10:16 20:00:00,1.17923
2017:10:16 20:30:00,1.17978
2017:10:16 21:00:00,1.17964
2017:10:16 21:30:00,1.17976
2017:10:16 22:00:00,1.17976
2017:10:16 22:30:00,1.17932
2017:10:16 23:00:00,1.17916
2017:10:16 23:30:00,1.17911
2017:10:17 0:00:00,1.17943
2017:10:17 0:30:00,1.17889
2017:10:17 1:00:00,1.17866
2017:10:17 1:30:00,1.17825
2017:10:17 2:00:00,1.1776
2017:10:17 2:30:00,1.17782
2017:10:17 3:00:00,1.17838
2017:10:17 3:30:00,1.17801
2017:10:17 4:00:00,1.17795
2017:10:17 4:30:00,1.17796
2017:10:17 5:00:00,1.17774
2017:10:17 5:30:00,1.17754
2017:10:17 6:00:00,1.17699
2017:10:17 6:30:00,1.17614
2017:10:17 7:00:00,1.17566
2017:10:17 7:30:00,1.17656
2017:10:17 8:00:00,1.1772
2017:10:17 8:30:00,1.17717
2017:10:17 9:00:00,1.17658
2017:10:17 9:30:00,1.17559
2017:10:17 10:00:00,1.17582
2017:10:17 10:30:00,1.17664
2017:10:17 11:00:00,1.17598
2017:10:17 11:30:00,1.17564
2017:10:17 12:00:00,1.17633
2017:10:17 12:30:00,1.1763
2017:10:17 13:00:00,1.17512
2017:10:17 13:30:00,1.17492
2017:10:17 14:00:00,1.17462
2017:10:17 14:30:00,1.1744
2017:10:17 15:00:00,1.17504
2017:10:17 15:30:00,1.17534
2017:10:17 16:00:00,1.17537
2017:10:17 16:30:00,1.17528
2017:10:17 17:00:00,1.17456
2017:10:17 17:30:00,1.17514
2017:10:17 18:00:00,1.17638
2017:10:17 18:30:00,1.1774
2017:10:17 19:00:00,1.1771
2017:10:17 19:30:00,1.17698
2017:10:17 20:00:00,1.17684
2017:10:17 20:30:00,1.17668
2017:10:17 21:00:00,1.17668
2017:10:17 21:30:00,1.17664
2017:10:17 22:00:00,1.17663
2017:10:17 22:30:00,1.17678
2017:10:17 23:00:00,1.17687
2017:10:17 23:30:00,1.17688
2017:10:18 0:00:00,1.1771
2017:10:18 0:30:00,1.1777
2017:10:18 1:00:00,1.1773
2017:10:18 1:30:00,1.1768
2017:10:18 2:00:00,1.17696
2017:10:18 2:30:00,1.17726
2017:10:18 3:00:00,1.17724
2017:10:18 3:30:00,1.17712
2017:10:18 4:00:00,1.17699
2017:10:18 4:30:00,1.17663
2017:10:18 5:00:00,1.17638
2017:10:18 5:30:00,1.17631
2017:10:18 6:00:00,1.17652
2017:10:18 6:30:00,1.17682
2017:10:18 7:00:00,1.17544
2017:10:18 7:30:00,1.17649
2017:10:18 8:00:00,1.17616
2017:10:18 8:30:00,1.17591
2017:10:18 9:00:00,1.17458
2017:10:18 9:30:00,1.1742
2017:10:18 10:00:00,1.17418
2017:10:18 10:30:00,1.17498
2017:10:18 11:00:00,1.17524
2017:10:18 11:30:00,1.17496
2017:10:18 12:00:00,1.17448
2017:10:18 12:30:00,1.1758
2017:10:18 13:00:00,1.17651
2017:10:18 13:30:00,1.17669
2017:10:18 14:00:00,1.17644
2017:10:18 14:30:00,1.17677
2017:10:18 15:00:00,1.17766
2017:10:18 15:30:00,1.17695
2017:10:18 16:00:00,1.17732
2017:10:18 16:30:00,1.17882
2017:10:18 17:00:00,1.17871
2017:10:18 17:30:00,1.17856
2017:10:18 18:00:00,1.17856
2017:10:18 18:30:00,1.18021
2017:10:18 19:00:00,1.18034
2017:10:18 19:30:00,1.17995
2017:10:18 20:00:00,1.17933
2017:10:18 20:30:00,1.17934
2017:10:18 21:00:00,1.17892
2017:10:18 21:30:00,1.17908
2017:10:18 22:00:00,1.17926
2017:10:18 22:30:00,1.17934
2017:10:18 23:00:00,1.17954
2017:10:18 23:30:00,1.17994
2017:10:19 0:00:00,1.17942
2017:10:19 0:30:00,1.18035
2017:10:19 1:00:00,1.1811
2017:10:19 1:30:00,1.18047
2017:10:19 2:00:00,1.18044
2017:10:19 2:30:00,1.18005
2017:10:19 3:00:00,1.17982
2017:10:19 3:30:00,1.18016
2017:10:19 4:00:00,1.18002
2017:10:19 4:30:00,1.18035
2017:10:19 5:00:00,1.18022
2017:10:19 5:30:00,1.17993
2017:10:19 6:00:00,1.17984
2017:10:19 6:30:00,1.18
2017:10:19 7:00:00,1.18211
2017:10:19 7:30:00,1.18114
2017:10:19 8:00:00,1.18137
2017:10:19 8:30:00,1.1781
2017:10:19 9:00:00,1.18064
2017:10:19 9:30:00,1.18024
2017:10:19 10:00:00,1.18131
2017:10:19 10:30:00,1.18272
2017:10:19 11:00:00,1.18238
2017:10:19 11:30:00,1.18302
2017:10:19 12:00:00,1.18352
2017:10:19 12:30:00,1.18375
2017:10:19 13:00:00,1.18302
2017:10:19 13:30:00,1.18364
2017:10:19 14:00:00,1.18449
2017:10:19 14:30:00,1.18426
2017:10:19 15:00:00,1.18522
2017:10:19 15:30:00,1.18428
2017:10:19 16:00:00,1.18426
2017:10:19 16:30:00,1.18394
2017:10:19 17:00:00,1.18351
2017:10:19 17:30:00,1.1835
2017:10:19 18:00:00,1.18362
2017:10:19 18:30:00,1.18323
2017:10:19 19:00:00,1.18284
2017:10:19 19:30:00,1.18314
2017:10:19 20:00:00,1.18407
2017:10:19 20:30:00,1.18527
2017:10:19 21:00:00,1.18526
2017:10:19 21:30:00,1.18482
2017:10:19 22:00:00,1.18462
2017:10:19 22:30:00,1.18494
2017:10:19 23:00:00,1.18474
2017:10:19 23:30:00,1.1848
2017:10:20 0:00:00,1.1849
2017:10:20 0:30:00,1.18464
2017:10:20 1:00:00,1.18499
2017:10:20 1:30:00,1.1845
2017:10:20 2:00:00,1.18231
2017:10:20 2:30:00,1.18196
2017:10:20 3:00:00,1.18094
2017:10:20 3:30:00,1.18146
2017:10:20 4:00:00,1.1819
2017:10:20 4:30:00,1.1818
2017:10:20 5:00:00,1.18144
2017:10:20 5:30:00,1.18108
2017:10:20 6:00:00,1.18082
2017:10:20 6:30:00,1.18158
2017:10:20 7:00:00,1.18164
2017:10:20 7:30:00,1.17981
2017:10:20 8:00:00,1.18054
2017:10:20 8:30:00,1.1801
2017:10:20 9:00:00,1.18036
2017:10:20 9:30:00,1.18016
2017:10:20 10:00:00,1.18112
2017:10:20 10:30:00,1.18036
2017:10:20 11:00:00,1.1807
2017:10:20 11:30:00,1.18122
2017:10:20 12:00:00,1.18152
2017:10:20 12:30:00,1.18204
2017:10:20 13:00:00,1.18016
2017:10:20 13:30:00,1.17972
2017:10:20 14:00:00,1.1787
2017:10:20 14:30:00,1.17945
2017:10:20 15:00:00,1.17868
2017:10:20 15:30:00,1.17837
2017:10:20 16:00:00,1.17692
2017:10:20 16:30:00,1.1775
2017:10:20 17:00:00,1.17835
2017:10:20 17:30:00,1.17808
2017:10:20 18:00:00,1.17858
2017:10:20 18:30:00,1.1779
2017:10:20 19:00:00,1.17782
2017:10:20 19:30:00,1.17769
2017:10:20 20:00:00,1.17732
2017:10:20 20:30:00,1.17777
2017:10:20 21:00:00,1.17799
2017:10:22 21:00:00,1.17651
2017:10:22 21:30:00,1.17684
2017:10:22 22:00:00,1.17726
2017:10:22 22:30:00,1.17684
2017:10:22 23:00:00,1.17624
2017:10:22 23:30:00,1.17636
2017:10:23 0:00:00,1.17551
2017:10:23 0:30:00,1.17572
2017:10:23 1:00:00,1.17605
2017:10:23 1:30:00,1.17615
2017:10:23 2:00:00,1.17654
2017:10:23 2:30:00,1.17708
2017:10:23 3:00:00,1.17687
2017:10:23 3:30:00,1.17682
2017:10:23 4:00:00,1.177
2017:10:23 4:30:00,1.17728
2017:10:23 5:00:00,1.17704
2017:10:23 5:30:00,1.17664
2017:10:23 6:00:00,1.17728
2017:10:23 6:30:00,1.17679
2017:10:23 7:00:00,1.17595
2017:10:23 7:30:00,1.17556
2017:10:23 8:00:00,1.17562
2017:10:23 8:30:00,1.17436
2017:10:23 9:00:00,1.17462
2017:10:23 9:30:00,1.17482
2017:10:23 10:00:00,1.17356
2017:10:23 10:30:00,1.17448
2017:10:23 11:00:00,1.17447
2017:10:23 11:30:00,1.17415
2017:10:23 12:00:00,1.17386
2017:10:23 12:30:00,1.17388
2017:10:23 13:00:00,1.17358
2017:10:23 13:30:00,1.17358
2017:10:23 14:00:00,1.17484
2017:10:23 14:30:00,1.17515
2017:10:23 15:00:00,1.1746
2017:10:23 15:30:00,1.17425
2017:10:23 16:00:00,1.17608
2017:10:23 16:30:00,1.1753
2017:10:23 17:00:00,1.1745
2017:10:23 17:30:00,1.17396
2017:10:23 18:00:00,1.17371
2017:10:23 18:30:00,1.17377
2017:10:23 19:00:00,1.17371
2017:10:23 19:30:00,1.17452
2017:10:23 20:00:00,1.17488
2017:10:23 20:30:00,1.17486
2017:10:23 21:00:00,1.1749
2017:10:23 21:30:00,1.17496
2017:10:23 22:00:00,1.17489
2017:10:23 22:30:00,1.17496
2017:10:23 23:00:00,1.175
2017:10:23 23:30:00,1.17558
2017:10:24 0:00:00,1.17552
2017:10:24 0:30:00,1.1755
2017:10:24 1:00:00,1.17597
2017:10:24 1:30:00,1.1759
2017:10:24 2:00:00,1.17612
2017:10:24 2:30:00,1.17596
2017:10:24 3:00:00,1.17612
2017:10:24 3:30:00,1.17662
2017:10:24 4:00:00,1.17656
2017:10:24 4:30:00,1.17648
2017:10:24 5:00:00,1.17618
2017:10:24 5:30:00,1.17574
2017:10:24 6:00:00,1.17554
2017:10:24 6:30:00,1.17601
2017:10:24 7:00:00,1.1757
2017:10:24 7:30:00,1.17494
2017:10:24 8:00:00,1.17555
2017:10:24 8:30:00,1.17618
2017:10:24 9:00:00,1.17646
2017:10:24 9:30:00,1.17564
2017:10:24 10:00:00,1.17625
2017:10:24 10:30:00,1.17565
2017:10:24 11:00:00,1.17594
2017:10:24 11:30:00,1.17662
2017:10:24 12:00:00,1.17568
2017:10:24 12:30:00,1.17596
2017:10:24 13:00:00,1.17611
2017:10:24 13:30:00,1.17574
2017:10:24 14:00:00,1.17595
2017:10:24 14:30:00,1.17742
2017:10:24 15:00:00,1.17616
2017:10:24 15:30:00,1.17633
2017:10:24 16:00:00,1.17657
2017:10:24 16:30:00,1.1765
2017:10:24 17:00:00,1.17642
2017:10:24 17:30:00,1.17636
2017:10:24 18:00:00,1.17585
2017:10:24 18:30:00,1.17616
2017:10:24 19:00:00,1.17854
2017:10:24 19:30:00,1.17719
2017:10:24 20:00:00,1.17596
2017:10:24 20:30:00,1.17628
2017:10:24 21:00:00,1.17606
2017:10:24 21:30:00,1.17626
2017:10:24 22:00:00,1.17639
2017:10:24 22:30:00,1.17692
2017:10:24 23:00:00,1.17649
2017:10:24 23:30:00,1.17643
2017:10:25 0:00:00,1.17594
2017:10:25 0:30:00,1.17568
2017:10:25 1:00:00,1.17592
2017:10:25 1:30:00,1.17594
2017:10:25 2:00:00,1.17602
2017:10:25 2:30:00,1.176
2017:10:25 3:00:00,1.176
2017:10:25 3:30:00,1.17562
2017:10:25 4:00:00,1.17555
2017:10:25 4:30:00,1.17566
2017:10:25 5:00:00,1.17572
2017:10:25 5:30:00,1.1761
2017:10:25 6:00:00,1.17658
2017:10:25 6:30:00,1.17638
2017:10:25 7:00:00,1.17616
2017:10:25 7:30:00,1.17566
2017:10:25 8:00:00,1.17611
2017:10:25 8:30:00,1.17652
2017:10:25 9:00:00,1.17674
2017:10:25 9:30:00,1.17688
2017:10:25 10:00:00,1.17673
2017:10:25 10:30:00,1.17714
2017:10:25 11:00:00,1.17764
2017:10:25 11:30:00,1.17727
2017:10:25 12:00:00,1.17788
2017:10:25 12:30:00,1.17784
2017:10:25 13:00:00,1.17769
2017:10:25 13:30:00,1.17929
2017:10:25 14:00:00,1.1797
2017:10:25 14:30:00,1.18056
2017:10:25 15:00:00,1.18114
2017:10:25 15:30:00,1.18098
2017:10:25 16:00:00,1.1803
2017:10:25 16:30:00,1.18106
2017:10:25 17:00:00,1.18133
2017:10:25 17:30:00,1.18146
2017:10:25 18:00:00,1.18082
2017:10:25 18:30:00,1.18096
2017:10:25 19:00:00,1.18054
2017:10:25 19:30:00,1.18081
2017:10:25 20:00:00,1.18036
2017:10:25 20:30:00,1.1805
2017:10:25 21:00:00,1.18126
2017:10:25 21:30:00,1.18148
2017:10:25 22:00:00,1.18156
2017:10:25 22:30:00,1.18154
2017:10:25 23:00:00,1.1815
2017:10:25 23:30:00,1.18162
2017:10:26 0:00:00,1.182
2017:10:26 0:30:00,1.18174
2017:10:26 1:00:00,1.1818
2017:10:26 1:30:00,1.18282
2017:10:26 2:00:00,1.18288
2017:10:26 2:30:00,1.18286
2017:10:26 3:00:00,1.18242
2017:10:26 3:30:00,1.1829
2017:10:26 4:00:00,1.18252
2017:10:26 4:30:00,1.18246
2017:10:26 5:00:00,1.1826
2017:10:26 5:30:00,1.18336
2017:10:26 6:00:00,1.18294
2017:10:26 6:30:00,1.18236
2017:10:26 7:00:00,1.18218
2017:10:26 7:30:00,1.18184
2017:10:26 8:00:00,1.1818
2017:10:26 8:30:00,1.18148
2017:10:26 9:00:00,1.18138
2017:10:26 9:30:00,1.18072
2017:10:26 10:00:00,1.18088
2017:10:26 10:30:00,1.1815
2017:10:26 11:00:00,1.18122
2017:10:26 11:30:00,1.18035
2017:10:26 12:00:00,1.17685
2017:10:26 12:30:00,1.17524
2017:10:26 13:00:00,1.177
2017:10:26 13:30:00,1.17564
2017:10:26 14:00:00,1.17198
2017:10:26 14:30:00,1.17217
2017:10:26 15:00:00,1.17032
2017:10:26 15:30:00,1.16931
2017:10:26 16:00:00,1.16994
2017:10:26 16:30:00,1.16883
2017:10:26 17:00:00,1.16824
2017:10:26 17:30:00,1.16708
2017:10:26 18:00:00,1.16636
2017:10:26 18:30:00,1.16654
2017:10:26 19:00:00,1.16582
2017:10:26 19:30:00,1.16522
2017:10:26 20:00:00,1.16474
2017:10:26 20:30:00,1.1655
2017:10:26 21:00:00,1.16524
2017:10:26 21:30:00,1.16534
2017:10:26 22:00:00,1.16534
2017:10:26 22:30:00,1.16518
2017:10:26 23:00:00,1.1645
2017:10:26 23:30:00,1.16373
2017:10:27 0:00:00,1.16376
2017:10:27 0:30:00,1.16319
2017:10:27 1:00:00,1.16306
2017:10:27 1:30:00,1.16296
2017:10:27 2:00:00,1.1632
2017:10:27 2:30:00,1.16356
2017:10:27 3:00:00,1.16357
2017:10:27 3:30:00,1.16338
2017:10:27 4:00:00,1.16388
2017:10:27 4:30:00,1.16365
2017:10:27 5:00:00,1.16352
2017:10:27 5:30:00,1.1635
2017:10:27 6:00:00,1.16438
2017:10:27 6:30:00,1.16277
2017:10:27 7:00:00,1.16232
2017:10:27 7:30:00,1.16285
2017:10:27 8:00:00,1.16333
2017:10:27 8:30:00,1.16337
2017:10:27 9:00:00,1.1627
2017:10:27 9:30:00,1.16263
2017:10:27 10:00:00,1.1634
2017:10:27 10:30:00,1.16248
2017:10:27 11:00:00,1.16262
2017:10:27 11:30:00,1.16118
2017:10:27 12:00:00,1.16075
2017:10:27 12:30:00,1.1608
2017:10:27 13:00:00,1.15991
2017:10:27 13:30:00,1.1597
2017:10:27 14:00:00,1.1581
2017:10:27 14:30:00,1.15998
2017:10:27 15:00:00,1.15811
2017:10:27 15:30:00,1.1581
2017:10:27 16:00:00,1.1581
2017:10:27 16:30:00,1.1583
2017:10:27 17:00:00,1.159
2017:10:27 17:30:00,1.15914
2017:10:27 18:00:00,1.15867
2017:10:27 18:30:00,1.15959
2017:10:27 19:00:00,1.15974
2017:10:27 19:30:00,1.16024
2017:10:27 20:00:00,1.15982
2017:10:27 20:30:00,1.16046
2017:10:29 21:00:00,1.16096
2017:10:29 21:30:00,1.16081
2017:10:29 22:00:00,1.16058
2017:10:29 22:30:00,1.1596
2017:10:29 23:00:00,1.15956
2017:10:29 23:30:00,1.16075
2017:10:30 0:00:00,1.16055
2017:10:30 0:30:00,1.15997
2017:10:30 1:00:00,1.16065
2017:10:30 1:30:00,1.161
2017:10:30 2:00:00,1.16114
2017:10:30 2:30:00,1.16127
2017:10:30 3:00:00,1.16097
2017:10:30 3:30:00,1.16132
2017:10:30 4:00:00,1.16144
2017:10:30 4:30:00,1.16166
2017:10:30 5:00:00,1.1617
2017:10:30 5:30:00,1.16139
2017:10:30 6:00:00,1.16166
2017:10:30 6:30:00,1.16148
2017:10:30 7:00:00,1.16164
2017:10:30 7:30:00,1.16078
2017:10:30 8:00:00,1.16199
2017:10:30 8:30:00,1.1633
2017:10:30 9:00:00,1.16335
2017:10:30 9:30:00,1.1634
2017:10:30 10:00:00,1.16396
2017:10:30 10:30:00,1.16324
2017:10:30 11:00:00,1.1638
2017:10:30 11:30:00,1.16348
2017:10:30 12:00:00,1.16324
2017:10:30 12:30:00,1.16296
2017:10:30 13:00:00,1.16147
2017:10:30 13:30:00,1.16082
2017:10:30 14:00:00,1.16202
2017:10:30 14:30:00,1.16035
2017:10:30 15:00:00,1.16168
2017:10:30 15:30:00,1.16236
2017:10:30 16:00:00,1.16268
2017:10:30 16:30:00,1.1627
2017:10:30 17:00:00,1.16391
2017:10:30 17:30:00,1.16324
2017:10:30 18:00:00,1.16298
2017:10:30 18:30:00,1.16313
2017:10:30 19:00:00,1.1639
2017:10:30 19:30:00,1.16452
2017:10:30 20:00:00,1.16568
2017:10:30 20:30:00,1.1655
2017:10:30 21:00:00,1.16495
2017:10:30 21:30:00,1.16512
2017:10:30 22:00:00,1.16496
2017:10:30 22:30:00,1.1644
2017:10:30 23:00:00,1.16438
2017:10:30 23:30:00,1.16476
2017:10:31 0:00:00,1.16516
2017:10:31 0:30:00,1.16438
2017:10:31 1:00:00,1.1647
2017:10:31 1:30:00,1.16387
2017:10:31 2:00:00,1.16349
2017:10:31 2:30:00,1.1637
2017:10:31 3:00:00,1.1638
2017:10:31 3:30:00,1.1638
2017:10:31 4:00:00,1.16364
2017:10:31 4:30:00,1.1632
2017:10:31 5:00:00,1.16252
2017:10:31 5:30:00,1.16331
2017:10:31 6:00:00,1.16356
2017:10:31 6:30:00,1.16426
2017:10:31 7:00:00,1.16432
2017:10:31 7:30:00,1.1635
2017:10:31 8:00:00,1.16443
2017:10:31 8:30:00,1.16438
2017:10:31 9:00:00,1.16418
2017:10:31 9:30:00,1.16374
2017:10:31 10:00:00,1.16334
2017:10:31 10:30:00,1.16319
2017:10:31 11:00:00,1.16308
2017:10:31 11:30:00,1.16343
2017:10:31 12:00:00,1.16393
2017:10:31 12:30:00,1.16377
2017:10:31 13:00:00,1.16362
2017:10:31 13:30:00,1.16394
2017:10:31 14:00:00,1.16408
2017:10:31 14:30:00,1.16384
2017:10:31 15:00:00,1.16386
2017:10:31 15:30:00,1.1658
2017:10:31 16:00:00,1.1648
2017:10:31 16:30:00,1.16409
2017:10:31 17:00:00,1.16581
2017:10:31 17:30:00,1.16489
2017:10:31 18:00:00,1.16476
2017:10:31 18:30:00,1.16523
2017:10:31 19:00:00,1.1651
2017:10:31 19:30:00,1.16539
2017:10:31 20:00:00,1.165
2017:10:31 20:30:00,1.16489
2017:10:31 21:00:00,1.16457
2017:10:31 21:30:00,1.16436
2017:10:31 22:00:00,1.1647
2017:10:31 22:30:00,1.16488
2017:10:31 23:00:00,1.165
2017:10:31 23:30:00,1.16534
2017:11:01 0:00:00,1.16514
2017:11:01 0:30:00,1.16438
2017:11:01 1:00:00,1.16402
2017:11:01 1:30:00,1.16358
2017:11:01 2:00:00,1.16364
2017:11:01 2:30:00,1.16342
2017:11:01 3:00:00,1.16328
2017:11:01 3:30:00,1.1632
2017:11:01 4:00:00,1.1631
2017:11:01 4:30:00,1.16292
2017:11:01 5:00:00,1.16306
2017:11:01 5:30:00,1.16308
2017:11:01 6:00:00,1.16292
2017:11:01 6:30:00,1.16366
2017:11:01 7:00:00,1.16399
2017:11:01 7:30:00,1.16465
2017:11:01 8:00:00,1.1652
2017:11:01 8:30:00,1.16419
2017:11:01 9:00:00,1.16398
2017:11:01 9:30:00,1.16354
2017:11:01 10:00:00,1.16321
2017:11:01 10:30:00,1.16351
2017:11:01 11:00:00,1.16412
2017:11:01 11:30:00,1.16334
2017:11:01 12:00:00,1.16387
2017:11:01 12:30:00,1.16188
2017:11:01 13:00:00,1.16183
2017:11:01 13:30:00,1.16136
2017:11:01 14:00:00,1.1612
2017:11:01 14:30:00,1.16354
2017:11:01 15:00:00,1.16322
2017:11:01 15:30:00,1.1629
2017:11:01 16:00:00,1.16174
2017:11:01 16:30:00,1.16176
2017:11:01 17:00:00,1.16255
2017:11:01 17:30:00,1.16318
2017:11:01 18:00:00,1.16268
2017:11:01 18:30:00,1.16144
2017:11:01 19:00:00,1.16194
2017:11:01 19:30:00,1.16252
2017:11:01 20:00:00,1.16206
2017:11:01 20:30:00,1.16216
2017:11:01 21:00:00,1.16194
2017:11:01 21:30:00,1.16226
2017:11:01 22:00:00,1.1623
2017:11:01 22:30:00,1.16148
2017:11:01 23:00:00,1.16186
2017:11:01 23:30:00,1.1625
2017:11:02 0:00:00,1.16287
2017:11:02 0:30:00,1.16305
2017:11:02 1:00:00,1.16346
2017:11:02 1:30:00,1.16515
2017:11:02 2:00:00,1.16613
2017:11:02 2:30:00,1.16591
2017:11:02 3:00:00,1.16543
2017:11:02 3:30:00,1.16518
2017:11:02 4:00:00,1.16558
2017:11:02 4:30:00,1.16535
2017:11:02 5:00:00,1.16576
2017:11:02 5:30:00,1.16526
2017:11:02 6:00:00,1.16562
2017:11:02 6:30:00,1.16544
2017:11:02 7:00:00,1.1658
2017:11:02 7:30:00,1.16594
2017:11:02 8:00:00,1.1642
2017:11:02 8:30:00,1.16388
2017:11:02 9:00:00,1.16329
2017:11:02 9:30:00,1.164
2017:11:02 10:00:00,1.16416
2017:11:02 10:30:00,1.16466
2017:11:02 11:00:00,1.16483
2017:11:02 11:30:00,1.16518
2017:11:02 12:00:00,1.16534
2017:11:02 12:30:00,1.16591
2017:11:02 13:00:00,1.1652
2017:11:02 13:30:00,1.16388
2017:11:02 14:00:00,1.165
2017:11:02 14:30:00,1.16734
2017:11:02 15:00:00,1.16626
2017:11:02 15:30:00,1.16728
2017:11:02 16:00:00,1.16724
2017:11:02 16:30:00,1.16561
2017:11:02 17:00:00,1.16629
2017:11:02 17:30:00,1.16591
2017:11:02 18:00:00,1.16568
2017:11:02 18:30:00,1.16594
2017:11:02 19:00:00,1.16595
2017:11:02 19:30:00,1.16552
2017:11:02 20:00:00,1.16614
2017:11:02 20:30:00,1.16599
2017:11:02 21:00:00,1.16578
2017:11:02 21:30:00,1.16575
2017:11:02 22:00:00,1.16567
2017:11:02 22:30:00,1.1658
2017:11:02 23:00:00,1.16575
2017:11:02 23:30:00,1.1655
2017:11:03 0:00:00,1.16586
2017:11:03 0:30:00,1.1664
2017:11:03 1:00:00,1.16573
2017:11:03 1:30:00,1.16663
2017:11:03 2:00:00,1.16619
2017:11:03 2:30:00,1.16584
2017:11:03 3:00:00,1.16588
2017:11:03 3:30:00,1.16588
2017:11:03 4:00:00,1.1658
2017:11:03 4:30:00,1.16585
2017:11:03 5:00:00,1.16618
2017:11:03 5:30:00,1.1661
2017:11:03 6:00:00,1.16648
2017:11:03 6:30:00,1.16659
2017:11:03 7:00:00,1.16607
2017:11:03 7:30:00,1.16544
2017:11:03 8:00:00,1.16462
2017:11:03 8:30:00,1.16432
2017:11:03 9:00:00,1.16472
2017:11:03 9:30:00,1.16423
2017:11:03 10:00:00,1.16473
2017:11:03 10:30:00,1.16512
2017:11:03 11:00:00,1.1644
2017:11:03 11:30:00,1.16424
2017:11:03 12:00:00,1.16476
2017:11:03 12:30:00,1.16596
2017:11:03 13:00:00,1.16548
2017:11:03 13:30:00,1.16519
