time,EUR_USD
2022:03:21 21:00:00,1.10165
2022:03:21 21:30:00,1.10164
2022:03:21 22:00:00,1.10194
2022:03:21 22:30:00,1.10235
2022:03:21 23:00:00,1.10208
2022:03:21 23:30:00,1.10172
2022:03:22 0:00:00,1.10168
2022:03:22 0:30:00,1.10056
2022:03:22 1:00:00,1.09865
2022:03:22 1:30:00,1.09932
2022:03:22 2:00:00,1.09954
2022:03:22 2:30:00,1.09938
2022:03:22 3:00:00,1.10018
2022:03:22 3:30:00,1.10045
2022:03:22 4:00:00,1.10026
2022:03:22 4:30:00,1.09913
2022:03:22 5:00:00,1.09855
2022:03:22 5:30:00,1.099
2022:03:22 6:00:00,1.09817
2022:03:22 6:30:00,1.09836
2022:03:22 7:00:00,1.09678
2022:03:22 7:30:00,1.09732
2022:03:22 8:00:00,1.09824
2022:03:22 8:30:00,1.09943
2022:03:22 9:00:00,1.10072
2022:03:22 9:30:00,1.1006
2022:03:22 10:00:00,1.09963
2022:03:22 10:30:00,1.09952
2022:03:22 11:00:00,1.10032
2022:03:22 11:30:00,1.10026
2022:03:22 12:00:00,1.09994
2022:03:22 12:30:00,1.1029
2022:03:22 13:00:00,1.10156
2022:03:22 13:30:00,1.10274
2022:03:22 14:00:00,1.10412
2022:03:22 14:30:00,1.10346
2022:03:22 15:00:00,1.1034
2022:03:22 15:30:00,1.10283
2022:03:22 16:00:00,1.10216
2022:03:22 16:30:00,1.10132
2022:03:22 17:00:00,1.10179
2022:03:22 17:30:00,1.10252
2022:03:22 18:00:00,1.10233
2022:03:22 18:30:00,1.10233
2022:03:22 19:00:00,1.10222
2022:03:22 19:30:00,1.10286
2022:03:22 20:00:00,1.10305
2022:03:22 20:30:00,1.10288
2022:03:22 21:00:00,1.1028
2022:03:22 21:30:00,1.10298
2022:03:22 22:00:00,1.10304
2022:03:22 22:30:00,1.10426
2022:03:22 23:00:00,1.10321
2022:03:22 23:30:00,1.10319
2022:03:23 0:00:00,1.10295
2022:03:23 0:30:00,1.10239
2022:03:23 1:00:00,1.10254
2022:03:23 1:30:00,1.10234
2022:03:23 2:00:00,1.10262
2022:03:23 2:30:00,1.10286
2022:03:23 3:00:00,1.10322
2022:03:23 3:30:00,1.10326
2022:03:23 4:00:00,1.10266
2022:03:23 4:30:00,1.10257
2022:03:23 5:00:00,1.10276
2022:03:23 5:30:00,1.10338
2022:03:23 6:00:00,1.10371
2022:03:23 6:30:00,1.10381
2022:03:23 7:00:00,1.10312
2022:03:23 7:30:00,1.10255
2022:03:23 8:00:00,1.10176
2022:03:23 8:30:00,1.10145
2022:03:23 9:00:00,1.10163
2022:03:23 9:30:00,1.10156
2022:03:23 10:00:00,1.0997
2022:03:23 10:30:00,1.10002
2022:03:23 11:00:00,1.10022
2022:03:23 11:30:00,1.09803
2022:03:23 12:00:00,1.09832
2022:03:23 12:30:00,1.0984
2022:03:23 13:00:00,1.09868
2022:03:23 13:30:00,1.09754
2022:03:23 14:00:00,1.09662
2022:03:23 14:30:00,1.09792
2022:03:23 15:00:00,1.09781
2022:03:23 15:30:00,1.09946
2022:03:23 16:00:00,1.10018
2022:03:23 16:30:00,1.10032
2022:03:23 17:00:00,1.10022
2022:03:23 17:30:00,1.09982
2022:03:23 18:00:00,1.10058
2022:03:23 18:30:00,1.10096
2022:03:23 19:00:00,1.10092
2022:03:23 19:30:00,1.10056
2022:03:23 20:00:00,1.10049
2022:03:23 20:30:00,1.10078
2022:03:23 21:00:00,1.10108
2022:03:23 21:30:00,1.1009
2022:03:23 22:00:00,1.10075
2022:03:23 22:30:00,1.10044
2022:03:23 23:00:00,1.1003
2022:03:23 23:30:00,1.10053
2022:03:24 0:00:00,1.10061
2022:03:24 0:30:00,1.10075
2022:03:24 1:00:00,1.10026
2022:03:24 1:30:00,1.09838
2022:03:24 2:00:00,1.09884
2022:03:24 2:30:00,1.09874
2022:03:24 3:00:00,1.09854
2022:03:24 3:30:00,1.0985
2022:03:24 4:00:00,1.09851
2022:03:24 4:30:00,1.0985
2022:03:24 5:00:00,1.09858
2022:03:24 5:30:00,1.09829
2022:03:24 6:00:00,1.09776
2022:03:24 6:30:00,1.09812
2022:03:24 7:00:00,1.09862
2022:03:24 7:30:00,1.0979
2022:03:24 8:00:00,1.0978
2022:03:24 8:30:00,1.09775
2022:03:24 9:00:00,1.09778
2022:03:24 9:30:00,1.09835
2022:03:24 10:00:00,1.09882
2022:03:24 10:30:00,1.09846
2022:03:24 11:00:00,1.09879
2022:03:24 11:30:00,1.09892
2022:03:24 12:00:00,1.0988
2022:03:24 12:30:00,1.09814
2022:03:24 13:00:00,1.09833
2022:03:24 13:30:00,1.09804
2022:03:24 14:00:00,1.09738
2022:03:24 14:30:00,1.09776
2022:03:24 15:00:00,1.09956
2022:03:24 15:30:00,1.10042
2022:03:24 16:00:00,1.10063
2022:03:24 16:30:00,1.10016
2022:03:24 17:00:00,1.09857
2022:03:24 17:30:00,1.09879
2022:03:24 18:00:00,1.09937
2022:03:24 18:30:00,1.09934
2022:03:24 19:00:00,1.09984
2022:03:24 19:30:00,1.10057
2022:03:24 20:00:00,1.09995
2022:03:24 20:30:00,1.09974
2022:03:24 21:00:00,1.09985
2022:03:24 21:30:00,1.09969
2022:03:24 22:00:00,1.09982
2022:03:24 22:30:00,1.10044
2022:03:24 23:00:00,1.10057
2022:03:24 23:30:00,1.1008
2022:03:25 0:00:00,1.10086
2022:03:25 0:30:00,1.10086
2022:03:25 1:00:00,1.1009
2022:03:25 1:30:00,1.10235
2022:03:25 2:00:00,1.10324
2022:03:25 2:30:00,1.10298
2022:03:25 3:00:00,1.10286
2022:03:25 3:30:00,1.10313
2022:03:25 4:00:00,1.10276
2022:03:25 4:30:00,1.10348
2022:03:25 5:00:00,1.10318
2022:03:25 5:30:00,1.10263
2022:03:25 6:00:00,1.10289
2022:03:25 6:30:00,1.10278
2022:03:25 7:00:00,1.10278
2022:03:25 7:30:00,1.10252
2022:03:25 8:00:00,1.10231
2022:03:25 8:30:00,1.10144
2022:03:25 9:00:00,1.10162
2022:03:25 9:30:00,1.10084
2022:03:25 10:00:00,1.10052
2022:03:25 10:30:00,1.10036
2022:03:25 11:00:00,1.10144
2022:03:25 11:30:00,1.10199
2022:03:25 12:00:00,1.10184
2022:03:25 12:30:00,1.10124
2022:03:25 13:00:00,1.10036
2022:03:25 13:30:00,1.1004
2022:03:25 14:00:00,1.10118
2022:03:25 14:30:00,1.10077
2022:03:25 15:00:00,1.1018
2022:03:25 15:30:00,1.1005
2022:03:25 16:00:00,1.09826
2022:03:25 16:30:00,1.09902
2022:03:25 17:00:00,1.09878
2022:03:25 17:30:00,1.09892
2022:03:25 18:00:00,1.09909
2022:03:25 18:30:00,1.09876
2022:03:25 19:00:00,1.09868
2022:03:25 19:30:00,1.099
2022:03:25 20:00:00,1.09834
2022:03:25 20:30:00,1.0983
2022:03:27 21:00:00,1.09862
2022:03:27 21:30:00,1.09864
2022:03:27 22:00:00,1.09859
2022:03:27 22:30:00,1.0982
2022:03:27 23:00:00,1.09812
2022:03:27 23:30:00,1.09825
2022:03:28 0:00:00,1.09817
2022:03:28 0:30:00,1.09778
2022:03:28 1:00:00,1.09706
2022:03:28 1:30:00,1.09596
2022:03:28 2:00:00,1.09542
2022:03:28 2:30:00,1.0955
2022:03:28 3:00:00,1.09556
2022:03:28 3:30:00,1.09548
2022:03:28 4:00:00,1.09556
2022:03:28 4:30:00,1.09522
2022:03:28 5:00:00,1.09542
2022:03:28 5:30:00,1.09513
2022:03:28 6:00:00,1.09512
2022:03:28 6:30:00,1.09576
2022:03:28 7:00:00,1.09553
2022:03:28 7:30:00,1.09566
2022:03:28 8:00:00,1.09516
2022:03:28 8:30:00,1.0965
2022:03:28 9:00:00,1.09904
2022:03:28 9:30:00,1.09796
2022:03:28 10:00:00,1.09794
2022:03:28 10:30:00,1.09766
2022:03:28 11:00:00,1.09886
2022:03:28 11:30:00,1.09838
2022:03:28 12:00:00,1.09635
2022:03:28 12:30:00,1.09694
2022:03:28 13:00:00,1.09565
2022:03:28 13:30:00,1.09554
2022:03:28 14:00:00,1.09686
2022:03:28 14:30:00,1.09717
2022:03:28 15:00:00,1.09698
2022:03:28 15:30:00,1.09712
2022:03:28 16:00:00,1.09762
2022:03:28 16:30:00,1.0985
2022:03:28 17:00:00,1.0994
2022:03:28 17:30:00,1.09976
2022:03:28 18:00:00,1.0983
2022:03:28 18:30:00,1.09788
2022:03:28 19:00:00,1.09902
2022:03:28 19:30:00,1.09817
2022:03:28 20:00:00,1.09875
2022:03:28 20:30:00,1.09879
2022:03:28 21:00:00,1.09836
2022:03:28 21:30:00,1.09871
2022:03:28 22:00:00,1.0985
2022:03:28 22:30:00,1.09892
2022:03:28 23:00:00,1.09886
2022:03:28 23:30:00,1.09976
2022:03:29 0:00:00,1.09914
2022:03:29 0:30:00,1.09878
2022:03:29 1:00:00,1.09736
2022:03:29 1:30:00,1.0985
2022:03:29 2:00:00,1.09926
2022:03:29 2:30:00,1.09926
2022:03:29 3:00:00,1.09923
2022:03:29 3:30:00,1.0988
2022:03:29 4:00:00,1.09928
2022:03:29 4:30:00,1.09958
2022:03:29 5:00:00,1.09856
2022:03:29 5:30:00,1.09828
2022:03:29 6:00:00,1.0983
2022:03:29 6:30:00,1.09921
2022:03:29 7:00:00,1.10036
2022:03:29 7:30:00,1.10146
2022:03:29 8:00:00,1.1
2022:03:29 8:30:00,1.09994
2022:03:29 9:00:00,1.09848
2022:03:29 9:30:00,1.102
2022:03:29 10:00:00,1.10375
2022:03:29 10:30:00,1.10513
2022:03:29 11:00:00,1.10474
2022:03:29 11:30:00,1.10417
2022:03:29 12:00:00,1.10847
2022:03:29 12:30:00,1.11155
2022:03:29 13:00:00,1.1113
2022:03:29 13:30:00,1.11257
2022:03:29 14:00:00,1.11299
2022:03:29 14:30:00,1.11024
2022:03:29 15:00:00,1.10998
2022:03:29 15:30:00,1.11052
2022:03:29 16:00:00,1.11068
2022:03:29 16:30:00,1.10862
2022:03:29 17:00:00,1.10802
2022:03:29 17:30:00,1.10786
2022:03:29 18:00:00,1.10776
2022:03:29 18:30:00,1.10764
2022:03:29 19:00:00,1.1089
2022:03:29 19:30:00,1.10918
2022:03:29 20:00:00,1.10885
2022:03:29 20:30:00,1.10876
2022:03:29 21:00:00,1.10872
2022:03:29 21:30:00,1.10841
2022:03:29 22:00:00,1.1088
2022:03:29 22:30:00,1.10956
2022:03:29 23:00:00,1.10918
2022:03:29 23:30:00,1.10936
2022:03:30 0:00:00,1.10911
2022:03:30 0:30:00,1.10914
2022:03:30 1:00:00,1.10974
2022:03:30 1:30:00,1.11031
2022:03:30 2:00:00,1.11045
2022:03:30 2:30:00,1.1108
2022:03:30 3:00:00,1.11124
2022:03:30 3:30:00,1.11156
2022:03:30 4:00:00,1.11152
2022:03:30 4:30:00,1.11205
2022:03:30 5:00:00,1.11106
2022:03:30 5:30:00,1.11108
2022:03:30 6:00:00,1.1113
2022:03:30 6:30:00,1.11162
2022:03:30 7:00:00,1.1112
2022:03:30 7:30:00,1.11197
2022:03:30 8:00:00,1.11284
2022:03:30 8:30:00,1.11236
2022:03:30 9:00:00,1.11562
2022:03:30 9:30:00,1.11574
2022:03:30 10:00:00,1.11464
2022:03:30 10:30:00,1.11304
2022:03:30 11:00:00,1.11293
2022:03:30 11:30:00,1.11393
2022:03:30 12:00:00,1.11391
2022:03:30 12:30:00,1.11158
2022:03:30 13:00:00,1.1125
2022:03:30 13:30:00,1.11428
2022:03:30 14:00:00,1.11642
2022:03:30 14:30:00,1.11636
2022:03:30 15:00:00,1.11626
2022:03:30 15:30:00,1.11634
2022:03:30 16:00:00,1.11631
2022:03:30 16:30:00,1.11564
2022:03:30 17:00:00,1.1157
2022:03:30 17:30:00,1.1152
2022:03:30 18:00:00,1.11484
2022:03:30 18:30:00,1.11532
2022:03:30 19:00:00,1.1161
2022:03:30 19:30:00,1.11544
2022:03:30 20:00:00,1.1152
2022:03:30 20:30:00,1.116
2022:03:30 21:00:00,1.1158
2022:03:30 21:30:00,1.11594
2022:03:30 22:00:00,1.11576
2022:03:30 22:30:00,1.11616
2022:03:30 23:00:00,1.11586
2022:03:30 23:30:00,1.11602
2022:03:31 0:00:00,1.1161
2022:03:31 0:30:00,1.11593
2022:03:31 1:00:00,1.11742
2022:03:31 1:30:00,1.11822
2022:03:31 2:00:00,1.11762
2022:03:31 2:30:00,1.11714
2022:03:31 3:00:00,1.11667
2022:03:31 3:30:00,1.11686
2022:03:31 4:00:00,1.11642
2022:03:31 4:30:00,1.11592
2022:03:31 5:00:00,1.11608
2022:03:31 5:30:00,1.1158
2022:03:31 6:00:00,1.11661
2022:03:31 6:30:00,1.11656
2022:03:31 7:00:00,1.11688
2022:03:31 7:30:00,1.11564
2022:03:31 8:00:00,1.11506
2022:03:31 8:30:00,1.11366
2022:03:31 9:00:00,1.11294
2022:03:31 9:30:00,1.11234
2022:03:31 10:00:00,1.11116
2022:03:31 10:30:00,1.11022
2022:03:31 11:00:00,1.10936
2022:03:31 11:30:00,1.11012
2022:03:31 12:00:00,1.11026
2022:03:31 12:30:00,1.1111
2022:03:31 13:00:00,1.11024
2022:03:31 13:30:00,1.10838
2022:03:31 14:00:00,1.10924
2022:03:31 14:30:00,1.1081
2022:03:31 15:00:00,1.11193
2022:03:31 15:30:00,1.11016
2022:03:31 16:00:00,1.10927
2022:03:31 16:30:00,1.1081
2022:03:31 17:00:00,1.10818
2022:03:31 17:30:00,1.10885
2022:03:31 18:00:00,1.10816
2022:03:31 18:30:00,1.1069
2022:03:31 19:00:00,1.10698
2022:03:31 19:30:00,1.1065
2022:03:31 20:00:00,1.1064
2022:03:31 20:30:00,1.10676
2022:03:31 21:00:00,1.10657
2022:03:31 21:30:00,1.10668
2022:03:31 22:00:00,1.1068
2022:03:31 22:30:00,1.10726
2022:03:31 23:00:00,1.10734
2022:03:31 23:30:00,1.10706
2022:04:01 0:00:00,1.10731
2022:04:01 0:30:00,1.10629
2022:04:01 1:00:00,1.10672
2022:04:01 1:30:00,1.10686
2022:04:01 2:00:00,1.1072
2022:04:01 2:30:00,1.10704
2022:04:01 3:00:00,1.10646
2022:04:01 3:30:00,1.10673
2022:04:01 4:00:00,1.10654
2022:04:01 4:30:00,1.1064
2022:04:01 5:00:00,1.1064
2022:04:01 5:30:00,1.10646
2022:04:01 6:00:00,1.1068
2022:04:01 6:30:00,1.10603
2022:04:01 7:00:00,1.10734
2022:04:01 7:30:00,1.1046
2022:04:01 8:00:00,1.10526
2022:04:01 8:30:00,1.10706
2022:04:01 9:00:00,1.1061
2022:04:01 9:30:00,1.10546
2022:04:01 10:00:00,1.10558
2022:04:01 10:30:00,1.1057
2022:04:01 11:00:00,1.10672
2022:04:01 11:30:00,1.1055
2022:04:01 12:00:00,1.1048
2022:04:01 12:30:00,1.10518
2022:04:01 13:00:00,1.10442
2022:04:01 13:30:00,1.10438
2022:04:01 14:00:00,1.10446
2022:04:01 14:30:00,1.10318
2022:04:01 15:00:00,1.10374
2022:04:01 15:30:00,1.10372
2022:04:01 16:00:00,1.10444
2022:04:01 16:30:00,1.10446
2022:04:01 17:00:00,1.10404
2022:04:01 17:30:00,1.10357
2022:04:01 18:00:00,1.10395
2022:04:01 18:30:00,1.1047
2022:04:01 19:00:00,1.10392
2022:04:01 19:30:00,1.10405
2022:04:01 20:00:00,1.10478
2022:04:01 20:30:00,1.10518
2022:04:03 21:00:00,1.10401
2022:04:03 21:30:00,1.10407
2022:04:03 22:00:00,1.10394
2022:04:03 22:30:00,1.104
2022:04:03 23:00:00,1.10434
2022:04:03 23:30:00,1.10439
2022:04:04 0:00:00,1.10457
2022:04:04 0:30:00,1.10506
2022:04:04 1:00:00,1.10492
2022:04:04 1:30:00,1.10491
2022:04:04 2:00:00,1.1049
2022:04:04 2:30:00,1.10509
2022:04:04 3:00:00,1.10488
2022:04:04 3:30:00,1.10528
2022:04:04 4:00:00,1.10478
2022:04:04 4:30:00,1.1048
2022:04:04 5:00:00,1.1048
2022:04:04 5:30:00,1.10496
2022:04:04 6:00:00,1.10512
2022:04:04 6:30:00,1.10428
2022:04:04 7:00:00,1.10396
2022:04:04 7:30:00,1.10326
2022:04:04 8:00:00,1.10314
2022:04:04 8:30:00,1.1037
2022:04:04 9:00:00,1.10223
2022:04:04 9:30:00,1.10214
2022:04:04 10:00:00,1.10099
2022:04:04 10:30:00,1.10104
2022:04:04 11:00:00,1.10012
2022:04:04 11:30:00,1.10046
2022:04:04 12:00:00,1.09971
2022:04:04 12:30:00,1.1007
2022:04:04 13:00:00,1.09993
2022:04:04 13:30:00,1.09871
2022:04:04 14:00:00,1.09924
2022:04:04 14:30:00,1.09827
2022:04:04 15:00:00,1.09946
2022:04:04 15:30:00,1.09953
2022:04:04 16:00:00,1.09932
2022:04:04 16:30:00,1.0981
2022:04:04 17:00:00,1.09748
2022:04:04 17:30:00,1.0973
2022:04:04 18:00:00,1.09638
2022:04:04 18:30:00,1.09659
2022:04:04 19:00:00,1.09713
2022:04:04 19:30:00,1.09698
2022:04:04 20:00:00,1.09699
2022:04:04 20:30:00,1.09724
2022:04:04 21:00:00,1.0973
2022:04:04 21:30:00,1.09736
2022:04:04 22:00:00,1.09731
2022:04:04 22:30:00,1.09744
2022:04:04 23:00:00,1.09727
2022:04:04 23:30:00,1.09724
2022:04:05 0:00:00,1.0975
2022:04:05 0:30:00,1.09732
2022:04:05 1:00:00,1.09764
2022:04:05 1:30:00,1.09717
2022:04:05 2:00:00,1.09684
2022:04:05 2:30:00,1.09712
2022:04:05 3:00:00,1.09692
2022:04:05 3:30:00,1.09693
2022:04:05 4:00:00,1.09725
2022:04:05 4:30:00,1.09632
2022:04:05 5:00:00,1.09645
2022:04:05 5:30:00,1.09678
2022:04:05 6:00:00,1.09689
2022:04:05 6:30:00,1.09658
2022:04:05 7:00:00,1.09758
2022:04:05 7:30:00,1.09842
2022:04:05 8:00:00,1.09821
2022:04:05 8:30:00,1.09774
2022:04:05 9:00:00,1.09677
2022:04:05 9:30:00,1.09816
2022:04:05 10:00:00,1.09782
2022:04:05 10:30:00,1.09666
2022:04:05 11:00:00,1.09698
2022:04:05 11:30:00,1.09734
2022:04:05 12:00:00,1.09673
2022:04:05 12:30:00,1.09614
2022:04:05 13:00:00,1.09644
2022:04:05 13:30:00,1.096
2022:04:05 14:00:00,1.09694
2022:04:05 14:30:00,1.09405
2022:04:05 15:00:00,1.09384
2022:04:05 15:30:00,1.09268
2022:04:05 16:00:00,1.09207
2022:04:05 16:30:00,1.09196
2022:04:05 17:00:00,1.09141
2022:04:05 17:30:00,1.09185
2022:04:05 18:00:00,1.09132
2022:04:05 18:30:00,1.09096
2022:04:05 19:00:00,1.09046
2022:04:05 19:30:00,1.09028
2022:04:05 20:00:00,1.09038
2022:04:05 20:30:00,1.09049
2022:04:05 21:00:00,1.09055
2022:04:05 21:30:00,1.0906
2022:04:05 22:00:00,1.0907
2022:04:05 22:30:00,1.09062
2022:04:05 23:00:00,1.09074
2022:04:05 23:30:00,1.09056
2022:04:06 0:00:00,1.09061
2022:04:06 0:30:00,1.09007
2022:04:06 1:00:00,1.08946
2022:04:06 1:30:00,1.08944
2022:04:06 2:00:00,1.08918
2022:04:06 2:30:00,1.08951
2022:04:06 3:00:00,1.08964
2022:04:06 3:30:00,1.0897
2022:04:06 4:00:00,1.09004
2022:04:06 4:30:00,1.08964
2022:04:06 5:00:00,1.08969
2022:04:06 5:30:00,1.0895
2022:04:06 6:00:00,1.08838
2022:04:06 6:30:00,1.08828
2022:04:06 7:00:00,1.08882
2022:04:06 7:30:00,1.0889
2022:04:06 8:00:00,1.08954
2022:04:06 8:30:00,1.09157
2022:04:06 9:00:00,1.09232
2022:04:06 9:30:00,1.09072
2022:04:06 10:00:00,1.09126
2022:04:06 10:30:00,1.08996
2022:04:06 11:00:00,1.09121
2022:04:06 11:30:00,1.09098
2022:04:06 12:00:00,1.09171
2022:04:06 12:30:00,1.09273
2022:04:06 13:00:00,1.09333
2022:04:06 13:30:00,1.09274
2022:04:06 14:00:00,1.09142
2022:04:06 14:30:00,1.09168
2022:04:06 15:00:00,1.09196
2022:04:06 15:30:00,1.09097
2022:04:06 16:00:00,1.09105
2022:04:06 16:30:00,1.09059
2022:04:06 17:00:00,1.09083
2022:04:06 17:30:00,1.09048
2022:04:06 18:00:00,1.09006
2022:04:06 18:30:00,1.0884
2022:04:06 19:00:00,1.08996
2022:04:06 19:30:00,1.0895
2022:04:06 20:00:00,1.09007
2022:04:06 20:30:00,1.09006
2022:04:06 21:00:00,1.08936
2022:04:06 21:30:00,1.0899
2022:04:06 22:00:00,1.08983
2022:04:06 22:30:00,1.08948
2022:04:06 23:00:00,1.0896
2022:04:06 23:30:00,1.08982
2022:04:07 0:00:00,1.08978
2022:04:07 0:30:00,1.09014
2022:04:07 1:00:00,1.09121
2022:04:07 1:30:00,1.0906
2022:04:07 2:00:00,1.09106
2022:04:07 2:30:00,1.09054
2022:04:07 3:00:00,1.09118
2022:04:07 3:30:00,1.09061
2022:04:07 4:00:00,1.09072
2022:04:07 4:30:00,1.09077
2022:04:07 5:00:00,1.09142
2022:04:07 5:30:00,1.09127
2022:04:07 6:00:00,1.09186
2022:04:07 6:30:00,1.09274
2022:04:07 7:00:00,1.09174
2022:04:07 7:30:00,1.08961
2022:04:07 8:00:00,1.0898
2022:04:07 8:30:00,1.08838
2022:04:07 9:00:00,1.0878
2022:04:07 9:30:00,1.08724
2022:04:07 10:00:00,1.08922
2022:04:07 10:30:00,1.08936
2022:04:07 11:00:00,1.08942
2022:04:07 11:30:00,1.08926
2022:04:07 12:00:00,1.09112
2022:04:07 12:30:00,1.0914
2022:04:07 13:00:00,1.09136
2022:04:07 13:30:00,1.09308
2022:04:07 14:00:00,1.09144
2022:04:07 14:30:00,1.09096
2022:04:07 15:00:00,1.09114
2022:04:07 15:30:00,1.09014
2022:04:07 16:00:00,1.08984
2022:04:07 16:30:00,1.08868
2022:04:07 17:00:00,1.0877
2022:04:07 17:30:00,1.08894
2022:04:07 18:00:00,1.08832
2022:04:07 18:30:00,1.08833
2022:04:07 19:00:00,1.08804
2022:04:07 19:30:00,1.08702
2022:04:07 20:00:00,1.08722
2022:04:07 20:30:00,1.08736
2022:04:07 21:00:00,1.08813
2022:04:07 21:30:00,1.08795
2022:04:07 22:00:00,1.08792
2022:04:07 22:30:00,1.08802
2022:04:07 23:00:00,1.08752
2022:04:07 23:30:00,1.08728
2022:04:08 0:00:00,1.08646
2022:04:08 0:30:00,1.08653
2022:04:08 1:00:00,1.08621
2022:04:08 1:30:00,1.08628
2022:04:08 2:00:00,1.08658
2022:04:08 2:30:00,1.08628
2022:04:08 3:00:00,1.08589
2022:04:08 3:30:00,1.08574
2022:04:08 4:00:00,1.0864
2022:04:08 4:30:00,1.08576
2022:04:08 5:00:00,1.08548
2022:04:08 5:30:00,1.0862
2022:04:08 6:00:00,1.08678
2022:04:08 6:30:00,1.0865
2022:04:08 7:00:00,1.08618
2022:04:08 7:30:00,1.08524
2022:04:08 8:00:00,1.08674
2022:04:08 8:30:00,1.08665
2022:04:08 9:00:00,1.08668
2022:04:08 9:30:00,1.08765
2022:04:08 10:00:00,1.08692
2022:04:08 10:30:00,1.0876
2022:04:08 11:00:00,1.08864
2022:04:08 11:30:00,1.0864
2022:04:08 12:00:00,1.08636
2022:04:08 12:30:00,1.08612
2022:04:08 13:00:00,1.0853
2022:04:08 13:30:00,1.08416
2022:04:08 14:00:00,1.08402
2022:04:08 14:30:00,1.08545
2022:04:08 15:00:00,1.08726
2022:04:08 15:30:00,1.08728
2022:04:08 16:00:00,1.08739
2022:04:08 16:30:00,1.0874
2022:04:08 17:00:00,1.08724
2022:04:08 17:30:00,1.08693
2022:04:08 18:00:00,1.08718
2022:04:08 18:30:00,1.08744
2022:04:08 19:00:00,1.08838
2022:04:08 19:30:00,1.0878
2022:04:08 20:00:00,1.08784
2022:04:08 20:30:00,1.08743
2022:04:10 21:00:00,1.09182
2022:04:10 21:30:00,1.09057
2022:04:10 22:00:00,1.09094
2022:04:10 22:30:00,1.0902
2022:04:10 23:00:00,1.08917
2022:04:10 23:30:00,1.08864
2022:04:11 0:00:00,1.08844
2022:04:11 0:30:00,1.08844
2022:04:11 1:00:00,1.08882
2022:04:11 1:30:00,1.08936
2022:04:11 2:00:00,1.08904
2022:04:11 2:30:00,1.08798
2022:04:11 3:00:00,1.08766
2022:04:11 3:30:00,1.08818
2022:04:11 4:00:00,1.08832
2022:04:11 4:30:00,1.08816
2022:04:11 5:00:00,1.08854
2022:04:11 5:30:00,1.0882
2022:04:11 6:00:00,1.08926
2022:04:11 6:30:00,1.0879
2022:04:11 7:00:00,1.08824
2022:04:11 7:30:00,1.09027
2022:04:11 8:00:00,1.09101
2022:04:11 8:30:00,1.09144
2022:04:11 9:00:00,1.09073
2022:04:11 9:30:00,1.09184
2022:04:11 10:00:00,1.09252
2022:04:11 10:30:00,1.09236
2022:04:11 11:00:00,1.09126
2022:04:11 11:30:00,1.09006
2022:04:11 12:00:00,1.09011
2022:04:11 12:30:00,1.08986
2022:04:11 13:00:00,1.09051
2022:04:11 13:30:00,1.08863
2022:04:11 14:00:00,1.08813
2022:04:11 14:30:00,1.08848
2022:04:11 15:00:00,1.08958
2022:04:11 15:30:00,1.08854
2022:04:11 16:00:00,1.08758
2022:04:11 16:30:00,1.08814
2022:04:11 17:00:00,1.0878
2022:04:11 17:30:00,1.08783
2022:04:11 18:00:00,1.08824
2022:04:11 18:30:00,1.08881
2022:04:11 19:00:00,1.08903
2022:04:11 19:30:00,1.08859
2022:04:11 20:00:00,1.08844
2022:04:11 20:30:00,1.08808
2022:04:11 21:00:00,1.0884
2022:04:11 21:30:00,1.08854
2022:04:11 22:00:00,1.08844
2022:04:11 22:30:00,1.08856
2022:04:11 23:00:00,1.08805
2022:04:11 23:30:00,1.08806
2022:04:12 0:00:00,1.08771
2022:04:12 0:30:00,1.08804
2022:04:12 1:00:00,1.08746
2022:04:12 1:30:00,1.08679
2022:04:12 2:00:00,1.08711
2022:04:12 2:30:00,1.08718
2022:04:12 3:00:00,1.08716
2022:04:12 3:30:00,1.08733
2022:04:12 4:00:00,1.08746
2022:04:12 4:30:00,1.08816
2022:04:12 5:00:00,1.08796
2022:04:12 5:30:00,1.08754
2022:04:12 6:00:00,1.08706
2022:04:12 6:30:00,1.08638
2022:04:12 7:00:00,1.08606
2022:04:12 7:30:00,1.08604
2022:04:12 8:00:00,1.0871
2022:04:12 8:30:00,1.08644
2022:04:12 9:00:00,1.0862
2022:04:12 9:30:00,1.08672
2022:04:12 10:00:00,1.08735
2022:04:12 10:30:00,1.08729
2022:04:12 11:00:00,1.08671
2022:04:12 11:30:00,1.08613
2022:04:12 12:00:00,1.08624
2022:04:12 12:30:00,1.08555
2022:04:12 13:00:00,1.08958
2022:04:12 13:30:00,1.08772
2022:04:12 14:00:00,1.08704
2022:04:12 14:30:00,1.088
2022:04:12 15:00:00,1.0873
2022:04:12 15:30:00,1.08618
2022:04:12 16:00:00,1.0853
2022:04:12 16:30:00,1.08541
2022:04:12 17:00:00,1.08414
2022:04:12 17:30:00,1.08368
2022:04:12 18:00:00,1.08285
2022:04:12 18:30:00,1.08264
2022:04:12 19:00:00,1.08278
2022:04:12 19:30:00,1.08308
2022:04:12 20:00:00,1.08306
2022:04:12 20:30:00,1.08284
2022:04:12 21:00:00,1.08273
2022:04:12 21:30:00,1.08274
2022:04:12 22:00:00,1.08288
2022:04:12 22:30:00,1.08276
2022:04:12 23:00:00,1.08283
2022:04:12 23:30:00,1.0825
2022:04:13 0:00:00,1.08262
2022:04:13 0:30:00,1.08213
2022:04:13 1:00:00,1.0816
